,cand_nm,economic_region,contb_receipt_dt_format,contb_receipt_amt
2303,"Obama, Barack",Southeast,2012-12-03 00:00:00,-962.0
2304,"Obama, Barack",Southeast,2012-12-04 00:00:00,-3304.0
2305,"Obama, Barack",Southeast,2012-12-05 00:00:00,-9540.409999999998
2306,"Obama, Barack",Southeast,2012-12-06 00:00:00,-2730.0
2307,"Obama, Barack",Southeast,2012-12-07 00:00:00,-31554.0
2308,"Obama, Barack",Southeast,2012-12-08 00:00:00,-200.0
2309,"Obama, Barack",Southeast,2012-12-10 00:00:00,-8333.0
2310,"Obama, Barack",Southeast,2012-12-11 00:00:00,-21887.05
2311,"Obama, Barack",Southeast,2012-12-12 00:00:00,-7183.0
2312,"Obama, Barack",Southeast,2012-12-13 00:00:00,-8532.0
2313,"Obama, Barack",Southeast,2012-12-14 00:00:00,-6973.0
2314,"Obama, Barack",Southeast,2012-12-15 00:00:00,-944.0
2315,"Obama, Barack",Southeast,2012-12-17 00:00:00,-745.0
2316,"Obama, Barack",Southeast,2012-12-18 00:00:00,-9926.0
2317,"Obama, Barack",Southeast,2012-12-19 00:00:00,-4035.5
2318,"Obama, Barack",Southeast,2012-12-20 00:00:00,-1071.0
2319,"Obama, Barack",Southeast,2012-12-21 00:00:00,-3631.0
2320,"Obama, Barack",Southeast,2012-12-22 00:00:00,-377.0
2321,"Obama, Barack",Southeast,2012-12-24 00:00:00,-4061.0
2322,"Obama, Barack",Southeast,2012-12-26 00:00:00,-2576.0
2323,"Obama, Barack",Southeast,2012-12-27 00:00:00,-360.0
2324,"Obama, Barack",Southeast,2012-12-28 00:00:00,-715.0
2325,"Obama, Barack",Southeast,2012-12-29 00:00:00,-140.0
2326,"Obama, Barack",Southeast,2012-12-31 00:00:00,-24495.78
2327,"Obama, Barack",Southwest,2011-04-14 00:00:00,-1251.0
2328,"Obama, Barack",Southwest,2011-05-06 00:00:00,-100.0
2329,"Obama, Barack",Southwest,2011-05-10 00:00:00,-100.0
2330,"Obama, Barack",Southwest,2011-05-16 00:00:00,-2000.0
2331,"Obama, Barack",Southwest,2011-05-17 00:00:00,-975.0
2332,"Obama, Barack",Southwest,2011-05-25 00:00:00,-700.0
2333,"Obama, Barack",Southwest,2011-06-02 00:00:00,-250.0
2334,"Obama, Barack",Southwest,2011-06-06 00:00:00,-1000.0
2335,"Obama, Barack",Southwest,2011-06-08 00:00:00,-475.0
2336,"Obama, Barack",Southwest,2011-06-09 00:00:00,-150.0
2337,"Obama, Barack",Southwest,2011-06-15 00:00:00,-1000.0
2338,"Obama, Barack",Southwest,2011-06-17 00:00:00,-1000.0
2339,"Obama, Barack",Southwest,2011-06-18 00:00:00,-115.0
2340,"Obama, Barack",Southwest,2011-06-20 00:00:00,-4950.0
2341,"Obama, Barack",Southwest,2011-06-22 00:00:00,-450.0
2342,"Obama, Barack",Southwest,2011-06-23 00:00:00,-110.0
2343,"Obama, Barack",Southwest,2011-06-25 00:00:00,-900.0
2344,"Obama, Barack",Southwest,2011-06-27 00:00:00,-10661.3
2345,"Obama, Barack",Southwest,2011-06-28 00:00:00,-6794.52
2346,"Obama, Barack",Southwest,2011-06-29 00:00:00,-7329.139999999999
2347,"Obama, Barack",Southwest,2011-06-30 00:00:00,-14500.0
2348,"Obama, Barack",Southwest,2011-07-01 00:00:00,-55.0
2349,"Obama, Barack",Southwest,2011-07-02 00:00:00,-100.0
2350,"Obama, Barack",Southwest,2011-07-04 00:00:00,-5000.0
2351,"Obama, Barack",Southwest,2011-07-06 00:00:00,-900.0
2352,"Obama, Barack",Southwest,2011-07-07 00:00:00,-490.0
2353,"Obama, Barack",Southwest,2011-07-09 00:00:00,-100.0
2354,"Obama, Barack",Southwest,2011-07-11 00:00:00,-975.0
2355,"Obama, Barack",Southwest,2011-07-13 00:00:00,-50.0
2356,"Obama, Barack",Southwest,2011-07-15 00:00:00,-377.15
2357,"Obama, Barack",Southwest,2011-07-21 00:00:00,-490.0
2358,"Obama, Barack",Southwest,2011-07-28 00:00:00,-100.0
2359,"Obama, Barack",Southwest,2011-07-30 00:00:00,-3100.0
2360,"Obama, Barack",Southwest,2011-08-10 00:00:00,-5000.0
2361,"Obama, Barack",Southwest,2011-08-17 00:00:00,-100.0
2362,"Obama, Barack",Southwest,2011-08-18 00:00:00,-2000.0
2363,"Obama, Barack",Southwest,2011-08-22 00:00:00,-1000.0
2364,"Obama, Barack",Southwest,2011-09-02 00:00:00,-450.0
2365,"Obama, Barack",Southwest,2011-09-07 00:00:00,-900.0
2366,"Obama, Barack",Southwest,2011-09-20 00:00:00,-2500.0
2367,"Obama, Barack",Southwest,2011-09-21 00:00:00,-2000.0
2368,"Obama, Barack",Southwest,2011-09-23 00:00:00,-100.0
2369,"Obama, Barack",Southwest,2011-09-27 00:00:00,-450.0
2370,"Obama, Barack",Southwest,2011-09-30 00:00:00,-2575.0
2371,"Obama, Barack",Southwest,2011-10-01 00:00:00,-515.0
2372,"Obama, Barack",Southwest,2011-10-03 00:00:00,-500.0
2373,"Obama, Barack",Southwest,2011-10-04 00:00:00,-6192.0
2374,"Obama, Barack",Southwest,2011-10-05 00:00:00,-2000.0
2375,"Obama, Barack",Southwest,2011-10-06 00:00:00,-100.0
2376,"Obama, Barack",Southwest,2011-10-07 00:00:00,-541.0
2377,"Obama, Barack",Southwest,2011-10-08 00:00:00,-1025.0
2378,"Obama, Barack",Southwest,2011-10-18 00:00:00,-6175.0
2379,"Obama, Barack",Southwest,2011-10-19 00:00:00,-1000.0
2380,"Obama, Barack",Southwest,2011-10-21 00:00:00,-400.0
2381,"Obama, Barack",Southwest,2011-10-27 00:00:00,-200.0
2382,"Obama, Barack",Southwest,2011-11-02 00:00:00,-575.0
2383,"Obama, Barack",Southwest,2011-11-04 00:00:00,-1120.0
2384,"Obama, Barack",Southwest,2011-11-08 00:00:00,-1750.0
2385,"Obama, Barack",Southwest,2011-11-09 00:00:00,-1304.0
2386,"Obama, Barack",Southwest,2011-11-10 00:00:00,-225.0
2387,"Obama, Barack",Southwest,2011-11-15 00:00:00,-500.0
2388,"Obama, Barack",Southwest,2011-11-30 00:00:00,-975.0
2389,"Obama, Barack",Southwest,2011-12-02 00:00:00,-397.0
2390,"Obama, Barack",Southwest,2011-12-15 00:00:00,-100.0
2391,"Obama, Barack",Southwest,2011-12-20 00:00:00,-1775.0
2392,"Obama, Barack",Southwest,2011-12-30 00:00:00,-1230.0
2393,"Obama, Barack",Southwest,2011-12-31 00:00:00,-1280.0
2394,"Obama, Barack",Southwest,2012-01-01 00:00:00,-1250.0
2395,"Obama, Barack",Southwest,2012-01-03 00:00:00,-940.0
2396,"Obama, Barack",Southwest,2012-01-06 00:00:00,-1180.0
2397,"Obama, Barack",Southwest,2012-01-07 00:00:00,-460.0
2398,"Obama, Barack",Southwest,2012-01-11 00:00:00,-20.0
2399,"Obama, Barack",Southwest,2012-01-12 00:00:00,-500.0
2400,"Obama, Barack",Southwest,2012-01-13 00:00:00,-500.0
2401,"Obama, Barack",Southwest,2012-01-17 00:00:00,-1875.0
2402,"Obama, Barack",Southwest,2012-01-21 00:00:00,-275.0
2403,"Obama, Barack",Southwest,2012-01-27 00:00:00,-900.0
2404,"Obama, Barack",Southwest,2012-01-30 00:00:00,-156.0
2405,"Obama, Barack",Southwest,2012-01-31 00:00:00,-140.0
2406,"Obama, Barack",Southwest,2012-02-02 00:00:00,-25.0
2407,"Obama, Barack",Southwest,2012-02-07 00:00:00,-500.0
2408,"Obama, Barack",Southwest,2012-02-08 00:00:00,-2000.0
2409,"Obama, Barack",Southwest,2012-02-09 00:00:00,-900.0
2410,"Obama, Barack",Southwest,2012-02-16 00:00:00,-1450.0
2411,"Obama, Barack",Southwest,2012-02-17 00:00:00,-5700.0
2412,"Obama, Barack",Southwest,2012-02-22 00:00:00,-825.0
2413,"Obama, Barack",Southwest,2012-02-23 00:00:00,-1299.97
2414,"Obama, Barack",Southwest,2012-02-27 00:00:00,-100.0
2415,"Obama, Barack",Southwest,2012-02-28 00:00:00,-1162.0
2416,"Obama, Barack",Southwest,2012-02-29 00:00:00,-205.0
2417,"Obama, Barack",Southwest,2012-03-01 00:00:00,-40.0
2418,"Obama, Barack",Southwest,2012-03-07 00:00:00,-1500.0
2419,"Obama, Barack",Southwest,2012-03-08 00:00:00,-6044.4400000000005
2420,"Obama, Barack",Southwest,2012-03-09 00:00:00,-2100.0
2421,"Obama, Barack",Southwest,2012-03-12 00:00:00,-1500.0
2422,"Obama, Barack",Southwest,2012-03-19 00:00:00,-1050.0
2423,"Obama, Barack",Southwest,2012-03-20 00:00:00,-75.0
2424,"Obama, Barack",Southwest,2012-03-21 00:00:00,-1500.0
2425,"Obama, Barack",Southwest,2012-03-22 00:00:00,-50.0
2426,"Obama, Barack",Southwest,2012-03-26 00:00:00,-250.0
2427,"Obama, Barack",Southwest,2012-03-27 00:00:00,-700.0
2428,"Obama, Barack",Southwest,2012-03-28 00:00:00,-2725.0
2429,"Obama, Barack",Southwest,2012-03-29 00:00:00,-2272.0
2430,"Obama, Barack",Southwest,2012-03-30 00:00:00,-2464.0
2431,"Obama, Barack",Southwest,2012-03-31 00:00:00,-525.0
2432,"Obama, Barack",Southwest,2012-04-03 00:00:00,-780.0
2433,"Obama, Barack",Southwest,2012-04-04 00:00:00,-990.0
2434,"Obama, Barack",Southwest,2012-04-05 00:00:00,-184.0
2435,"Obama, Barack",Southwest,2012-04-06 00:00:00,-30.0
2436,"Obama, Barack",Southwest,2012-04-09 00:00:00,-1113.0
2437,"Obama, Barack",Southwest,2012-04-10 00:00:00,-1230.0
2438,"Obama, Barack",Southwest,2012-04-11 00:00:00,-105.0
2439,"Obama, Barack",Southwest,2012-04-12 00:00:00,-650.0
2440,"Obama, Barack",Southwest,2012-04-13 00:00:00,-5500.0
2441,"Obama, Barack",Southwest,2012-04-17 00:00:00,-495.0
2442,"Obama, Barack",Southwest,2012-04-19 00:00:00,-5373.0
2443,"Obama, Barack",Southwest,2012-04-20 00:00:00,-250.0
2444,"Obama, Barack",Southwest,2012-04-23 00:00:00,-199.0
2445,"Obama, Barack",Southwest,2012-04-24 00:00:00,-25.0
2446,"Obama, Barack",Southwest,2012-04-26 00:00:00,-560.0
2447,"Obama, Barack",Southwest,2012-04-30 00:00:00,-3280.0
2448,"Obama, Barack",Southwest,2012-05-01 00:00:00,-1000.0
2449,"Obama, Barack",Southwest,2012-05-04 00:00:00,-25.0
2450,"Obama, Barack",Southwest,2012-05-07 00:00:00,-1300.0
2451,"Obama, Barack",Southwest,2012-05-08 00:00:00,-50.0
2452,"Obama, Barack",Southwest,2012-05-10 00:00:00,-250.0
2453,"Obama, Barack",Southwest,2012-05-11 00:00:00,-210.0
2454,"Obama, Barack",Southwest,2012-05-12 00:00:00,-1250.0
2455,"Obama, Barack",Southwest,2012-05-14 00:00:00,-100.0
2456,"Obama, Barack",Southwest,2012-05-15 00:00:00,-4985.0
2457,"Obama, Barack",Southwest,2012-05-16 00:00:00,-6270.0
2458,"Obama, Barack",Southwest,2012-05-17 00:00:00,-589.0
2459,"Obama, Barack",Southwest,2012-05-18 00:00:00,-250.0
2460,"Obama, Barack",Southwest,2012-05-21 00:00:00,-350.0
2461,"Obama, Barack",Southwest,2012-05-22 00:00:00,-828.0
2462,"Obama, Barack",Southwest,2012-05-23 00:00:00,-750.0
2463,"Obama, Barack",Southwest,2012-05-25 00:00:00,-559.0
2464,"Obama, Barack",Southwest,2012-05-28 00:00:00,-2095.0
2465,"Obama, Barack",Southwest,2012-05-29 00:00:00,-241.0
2466,"Obama, Barack",Southwest,2012-05-31 00:00:00,-800.0
2467,"Obama, Barack",Southwest,2012-06-01 00:00:00,-115.0
2468,"Obama, Barack",Southwest,2012-06-05 00:00:00,-1150.0
2469,"Obama, Barack",Southwest,2012-06-11 00:00:00,-2500.0
2470,"Obama, Barack",Southwest,2012-06-12 00:00:00,-56.0
2471,"Obama, Barack",Southwest,2012-06-14 00:00:00,-65.0
2472,"Obama, Barack",Southwest,2012-06-15 00:00:00,-9930.0
2473,"Obama, Barack",Southwest,2012-06-17 00:00:00,-1015.0
2474,"Obama, Barack",Southwest,2012-06-19 00:00:00,-25.0
2475,"Obama, Barack",Southwest,2012-06-21 00:00:00,-50.0
2476,"Obama, Barack",Southwest,2012-06-23 00:00:00,-50.0
2477,"Obama, Barack",Southwest,2012-06-25 00:00:00,-5490.0
2478,"Obama, Barack",Southwest,2012-06-26 00:00:00,-125.0
2479,"Obama, Barack",Southwest,2012-06-27 00:00:00,-565.0
2480,"Obama, Barack",Southwest,2012-06-28 00:00:00,-1136.0
2481,"Obama, Barack",Southwest,2012-06-29 00:00:00,-25.0
2482,"Obama, Barack",Southwest,2012-06-30 00:00:00,-1800.0
2483,"Obama, Barack",Southwest,2012-07-02 00:00:00,-5595.0
2484,"Obama, Barack",Southwest,2012-07-03 00:00:00,-485.0
2485,"Obama, Barack",Southwest,2012-07-04 00:00:00,-250.0
2486,"Obama, Barack",Southwest,2012-07-05 00:00:00,-560.0
2487,"Obama, Barack",Southwest,2012-07-06 00:00:00,-370.0
2488,"Obama, Barack",Southwest,2012-07-07 00:00:00,-500.0
2489,"Obama, Barack",Southwest,2012-07-09 00:00:00,-10213.0
2490,"Obama, Barack",Southwest,2012-07-10 00:00:00,-250.0
2491,"Obama, Barack",Southwest,2012-07-11 00:00:00,-175.0
2492,"Obama, Barack",Southwest,2012-07-16 00:00:00,-250.0
2493,"Obama, Barack",Southwest,2012-07-17 00:00:00,-275.0
2494,"Obama, Barack",Southwest,2012-07-19 00:00:00,-200.0
2495,"Obama, Barack",Southwest,2012-07-20 00:00:00,-590.0
2496,"Obama, Barack",Southwest,2012-07-23 00:00:00,-661.0
2497,"Obama, Barack",Southwest,2012-07-24 00:00:00,-925.0
2498,"Obama, Barack",Southwest,2012-07-26 00:00:00,-10.0
2499,"Obama, Barack",Southwest,2012-07-27 00:00:00,-10250.0
2500,"Obama, Barack",Southwest,2012-07-30 00:00:00,-1548.0
2501,"Obama, Barack",Southwest,2012-07-31 00:00:00,-151.0
2502,"Obama, Barack",Southwest,2012-08-01 00:00:00,-1020.0
2503,"Obama, Barack",Southwest,2012-08-02 00:00:00,-2125.0
2504,"Obama, Barack",Southwest,2012-08-03 00:00:00,-45.0
2505,"Obama, Barack",Southwest,2012-08-06 00:00:00,-1548.0
2506,"Obama, Barack",Southwest,2012-08-07 00:00:00,-200.0
2507,"Obama, Barack",Southwest,2012-08-08 00:00:00,-560.0
2508,"Obama, Barack",Southwest,2012-08-09 00:00:00,-3711.0
2509,"Obama, Barack",Southwest,2012-08-10 00:00:00,-5060.0
2510,"Obama, Barack",Southwest,2012-08-13 00:00:00,-665.0
2511,"Obama, Barack",Southwest,2012-08-14 00:00:00,-550.0
2512,"Obama, Barack",Southwest,2012-08-17 00:00:00,-285.0
2513,"Obama, Barack",Southwest,2012-08-19 00:00:00,-745.0
2514,"Obama, Barack",Southwest,2012-08-20 00:00:00,-2822.0
2515,"Obama, Barack",Southwest,2012-08-21 00:00:00,-938.0
2516,"Obama, Barack",Southwest,2012-08-22 00:00:00,-606.0
2517,"Obama, Barack",Southwest,2012-08-23 00:00:00,-571.04
2518,"Obama, Barack",Southwest,2012-08-24 00:00:00,-7625.0
2519,"Obama, Barack",Southwest,2012-08-27 00:00:00,-4071.0
2520,"Obama, Barack",Southwest,2012-08-28 00:00:00,-1000.0
2521,"Obama, Barack",Southwest,2012-08-29 00:00:00,-950.0
2522,"Obama, Barack",Southwest,2012-08-30 00:00:00,-320.0
2523,"Obama, Barack",Southwest,2012-08-31 00:00:00,-3640.0
2524,"Obama, Barack",Southwest,2012-09-03 00:00:00,-12009.0
2525,"Obama, Barack",Southwest,2012-09-04 00:00:00,-525.0
2526,"Obama, Barack",Southwest,2012-09-05 00:00:00,-496.6
2527,"Obama, Barack",Southwest,2012-09-06 00:00:00,-828.0
2528,"Obama, Barack",Southwest,2012-09-07 00:00:00,-123.75
2529,"Obama, Barack",Southwest,2012-09-09 00:00:00,-66.0
2530,"Obama, Barack",Southwest,2012-09-10 00:00:00,-9631.0
2531,"Obama, Barack",Southwest,2012-09-11 00:00:00,-6965.0
2532,"Obama, Barack",Southwest,2012-09-12 00:00:00,-2640.0
2533,"Obama, Barack",Southwest,2012-09-13 00:00:00,-1810.0
2534,"Obama, Barack",Southwest,2012-09-14 00:00:00,-761.0
2535,"Obama, Barack",Southwest,2012-09-17 00:00:00,-845.0
2536,"Obama, Barack",Southwest,2012-09-18 00:00:00,-350.0
2537,"Obama, Barack",Southwest,2012-09-19 00:00:00,-1000.0
2538,"Obama, Barack",Southwest,2012-09-20 00:00:00,-5290.0
2539,"Obama, Barack",Southwest,2012-09-21 00:00:00,-2705.0
2540,"Obama, Barack",Southwest,2012-09-22 00:00:00,-750.0
2541,"Obama, Barack",Southwest,2012-09-24 00:00:00,-12320.0
2542,"Obama, Barack",Southwest,2012-09-25 00:00:00,-3604.0
2543,"Obama, Barack",Southwest,2012-09-26 00:00:00,-6990.0
2544,"Obama, Barack",Southwest,2012-09-27 00:00:00,-440.0
2545,"Obama, Barack",Southwest,2012-09-28 00:00:00,-1730.0
2546,"Obama, Barack",Southwest,2012-09-30 00:00:00,-5705.0
2547,"Obama, Barack",Southwest,2012-10-01 00:00:00,-6912.0
2548,"Obama, Barack",Southwest,2012-10-02 00:00:00,-3760.0
2549,"Obama, Barack",Southwest,2012-10-03 00:00:00,-2705.0
2550,"Obama, Barack",Southwest,2012-10-04 00:00:00,-2382.0
2551,"Obama, Barack",Southwest,2012-10-05 00:00:00,-1400.0
2552,"Obama, Barack",Southwest,2012-10-06 00:00:00,-50.0
2553,"Obama, Barack",Southwest,2012-10-08 00:00:00,-11482.119999999999
2554,"Obama, Barack",Southwest,2012-10-09 00:00:00,-2525.0
2555,"Obama, Barack",Southwest,2012-10-10 00:00:00,-2942.0
2556,"Obama, Barack",Southwest,2012-10-11 00:00:00,-2176.0
2557,"Obama, Barack",Southwest,2012-10-12 00:00:00,-4830.0
2558,"Obama, Barack",Southwest,2012-10-13 00:00:00,-3778.0
2559,"Obama, Barack",Southwest,2012-10-15 00:00:00,-11152.119999999999
2560,"Obama, Barack",Southwest,2012-10-16 00:00:00,-2155.0
2561,"Obama, Barack",Southwest,2012-10-17 00:00:00,-7057.0
2562,"Obama, Barack",Southwest,2012-10-18 00:00:00,-10703.0
2563,"Obama, Barack",Southwest,2012-10-19 00:00:00,-6520.0
2564,"Obama, Barack",Southwest,2012-10-20 00:00:00,-104.0
2565,"Obama, Barack",Southwest,2012-10-21 00:00:00,-143.25
2566,"Obama, Barack",Southwest,2012-10-22 00:00:00,-2518.0
2567,"Obama, Barack",Southwest,2012-10-23 00:00:00,-12214.0
2568,"Obama, Barack",Southwest,2012-10-24 00:00:00,-5597.5
2569,"Obama, Barack",Southwest,2012-10-25 00:00:00,-21988.0
2570,"Obama, Barack",Southwest,2012-10-26 00:00:00,-10973.0
2571,"Obama, Barack",Southwest,2012-10-27 00:00:00,-250.0
2572,"Obama, Barack",Southwest,2012-10-28 00:00:00,-312.0
2573,"Obama, Barack",Southwest,2012-10-29 00:00:00,-6022.0
2574,"Obama, Barack",Southwest,2012-10-30 00:00:00,-55.0
2575,"Obama, Barack",Southwest,2012-10-31 00:00:00,-1639.0
2576,"Obama, Barack",Southwest,2012-11-01 00:00:00,-5411.0
2577,"Obama, Barack",Southwest,2012-11-02 00:00:00,-3850.0
2578,"Obama, Barack",Southwest,2012-11-04 00:00:00,-17666.0
2579,"Obama, Barack",Southwest,2012-11-05 00:00:00,-36658.5
2580,"Obama, Barack",Southwest,2012-11-06 00:00:00,-5358.0
2581,"Obama, Barack",Southwest,2012-11-07 00:00:00,-1045.0
2582,"Obama, Barack",Southwest,2012-11-08 00:00:00,-200.0
2583,"Obama, Barack",Southwest,2012-11-09 00:00:00,-1180.0
2584,"Obama, Barack",Southwest,2012-11-13 00:00:00,-2587.0
2585,"Obama, Barack",Southwest,2012-11-14 00:00:00,-1921.0
2586,"Obama, Barack",Southwest,2012-11-15 00:00:00,-10842.3
2587,"Obama, Barack",Southwest,2012-11-16 00:00:00,-14415.21
2588,"Obama, Barack",Southwest,2012-11-17 00:00:00,-700.0
2589,"Obama, Barack",Southwest,2012-11-19 00:00:00,-12498.0
2590,"Obama, Barack",Southwest,2012-11-20 00:00:00,-3053.5
2591,"Obama, Barack",Southwest,2012-11-21 00:00:00,-5310.0
2592,"Obama, Barack",Southwest,2012-11-22 00:00:00,-7474.0
2593,"Obama, Barack",Southwest,2012-11-23 00:00:00,-120.0
2594,"Obama, Barack",Southwest,2012-11-26 00:00:00,-3827.0
2595,"Obama, Barack",Southwest,2012-11-27 00:00:00,-7052.0
2596,"Obama, Barack",Southwest,2012-11-28 00:00:00,-1300.0
2597,"Obama, Barack",Southwest,2012-11-29 00:00:00,-4566.0
2598,"Obama, Barack",Southwest,2012-11-30 00:00:00,-1823.0
2599,"Obama, Barack",Southwest,2012-12-03 00:00:00,-2065.0
2600,"Obama, Barack",Southwest,2012-12-04 00:00:00,-1160.0
2601,"Obama, Barack",Southwest,2012-12-05 00:00:00,-4949.0
2602,"Obama, Barack",Southwest,2012-12-06 00:00:00,-1215.0
2603,"Obama, Barack",Southwest,2012-12-07 00:00:00,-15554.0
2604,"Obama, Barack",Southwest,2012-12-10 00:00:00,-1901.0
2605,"Obama, Barack",Southwest,2012-12-11 00:00:00,-9102.239999999998
2606,"Obama, Barack",Southwest,2012-12-12 00:00:00,-2367.0
2607,"Obama, Barack",Southwest,2012-12-13 00:00:00,-995.0
2608,"Obama, Barack",Southwest,2012-12-14 00:00:00,-2930.0
2609,"Obama, Barack",Southwest,2012-12-15 00:00:00,-60.0
2610,"Obama, Barack",Southwest,2012-12-17 00:00:00,-615.0
2611,"Obama, Barack",Southwest,2012-12-18 00:00:00,-3472.5
2612,"Obama, Barack",Southwest,2012-12-20 00:00:00,-590.0
2613,"Obama, Barack",Southwest,2012-12-21 00:00:00,-560.0
2614,"Obama, Barack",Southwest,2012-12-22 00:00:00,-50.0
2615,"Obama, Barack",Southwest,2012-12-24 00:00:00,-781.0
2616,"Obama, Barack",Southwest,2012-12-25 00:00:00,-150.0
2617,"Obama, Barack",Southwest,2012-12-26 00:00:00,-2195.0
2618,"Obama, Barack",Southwest,2012-12-28 00:00:00,-450.0
2619,"Obama, Barack",Southwest,2012-12-29 00:00:00,-70.0
2620,"Obama, Barack",Southwest,2012-12-31 00:00:00,-13221.640000000001
2621,"Romney, Mitt",Far West,2011-05-17 00:00:00,-4000.0
2622,"Romney, Mitt",Far West,2011-05-23 00:00:00,-10000.0
2623,"Romney, Mitt",Far West,2011-05-24 00:00:00,-7500.0
2624,"Romney, Mitt",Far West,2011-05-27 00:00:00,-2000.0
2625,"Romney, Mitt",Far West,2011-05-29 00:00:00,-2500.0
2626,"Romney, Mitt",Far West,2011-06-06 00:00:00,-225.0
2627,"Romney, Mitt",Far West,2011-06-14 00:00:00,-5000.0
2628,"Romney, Mitt",Far West,2011-06-15 00:00:00,-300.0
2629,"Romney, Mitt",Far West,2011-06-20 00:00:00,-2500.0
2630,"Romney, Mitt",Far West,2011-06-21 00:00:00,-1000.0
2631,"Romney, Mitt",Far West,2011-06-23 00:00:00,-1000.0
2632,"Romney, Mitt",Far West,2011-06-27 00:00:00,-2500.0
2633,"Romney, Mitt",Far West,2011-06-28 00:00:00,-5000.0
2634,"Romney, Mitt",Far West,2011-06-30 00:00:00,-5000.0
2635,"Romney, Mitt",Far West,2011-07-06 00:00:00,-9500.0
2636,"Romney, Mitt",Far West,2011-07-08 00:00:00,-4000.0
2637,"Romney, Mitt",Far West,2011-07-11 00:00:00,-500.0
2638,"Romney, Mitt",Far West,2011-07-14 00:00:00,-5000.0
2639,"Romney, Mitt",Far West,2011-07-15 00:00:00,-10030.0
2640,"Romney, Mitt",Far West,2011-07-18 00:00:00,-7500.0
2641,"Romney, Mitt",Far West,2011-07-19 00:00:00,-5000.0
2642,"Romney, Mitt",Far West,2011-07-26 00:00:00,-5000.0
2643,"Romney, Mitt",Far West,2011-08-02 00:00:00,-3000.0
2644,"Romney, Mitt",Far West,2011-08-05 00:00:00,-2500.0
2645,"Romney, Mitt",Far West,2011-08-11 00:00:00,-2600.0
2646,"Romney, Mitt",Far West,2011-08-16 00:00:00,-2000.0
2647,"Romney, Mitt",Far West,2011-08-18 00:00:00,-2500.0
2648,"Romney, Mitt",Far West,2011-08-19 00:00:00,-5000.0
2649,"Romney, Mitt",Far West,2011-09-18 00:00:00,-2500.0
2650,"Romney, Mitt",Far West,2011-09-22 00:00:00,-7000.0
2651,"Romney, Mitt",Far West,2011-09-30 00:00:00,-2500.0
2652,"Romney, Mitt",Far West,2011-10-10 00:00:00,-2500.0
2653,"Romney, Mitt",Far West,2011-10-11 00:00:00,-1000.0
2654,"Romney, Mitt",Far West,2011-10-13 00:00:00,-2711.0
2655,"Romney, Mitt",Far West,2011-10-18 00:00:00,-5000.0
2656,"Romney, Mitt",Far West,2011-10-19 00:00:00,-3000.0
2657,"Romney, Mitt",Far West,2011-10-21 00:00:00,-4000.0
2658,"Romney, Mitt",Far West,2011-10-24 00:00:00,-2000.0
2659,"Romney, Mitt",Far West,2011-10-25 00:00:00,-7750.0
2660,"Romney, Mitt",Far West,2011-10-31 00:00:00,-2500.0
2661,"Romney, Mitt",Far West,2011-11-01 00:00:00,-500.0
2662,"Romney, Mitt",Far West,2011-11-04 00:00:00,-1210.0
2663,"Romney, Mitt",Far West,2011-11-07 00:00:00,-2500.0
2664,"Romney, Mitt",Far West,2011-11-09 00:00:00,-40.0
2665,"Romney, Mitt",Far West,2011-11-14 00:00:00,-500.0
2666,"Romney, Mitt",Far West,2011-11-16 00:00:00,-8100.0
2667,"Romney, Mitt",Far West,2011-11-18 00:00:00,-2500.0
2668,"Romney, Mitt",Far West,2011-11-21 00:00:00,-7520.0
2669,"Romney, Mitt",Far West,2011-12-01 00:00:00,-110.0
2670,"Romney, Mitt",Far West,2011-12-02 00:00:00,-500.0
2671,"Romney, Mitt",Far West,2011-12-05 00:00:00,-4000.0
2672,"Romney, Mitt",Far West,2011-12-09 00:00:00,-7500.0
2673,"Romney, Mitt",Far West,2011-12-12 00:00:00,-2710.0
2674,"Romney, Mitt",Far West,2011-12-13 00:00:00,-2500.0
2675,"Romney, Mitt",Far West,2011-12-19 00:00:00,-11550.0
2676,"Romney, Mitt",Far West,2011-12-21 00:00:00,-7500.0
2677,"Romney, Mitt",Far West,2011-12-28 00:00:00,-2500.0
2678,"Romney, Mitt",Far West,2012-01-01 00:00:00,-100.0
2679,"Romney, Mitt",Far West,2012-01-03 00:00:00,-6725.0
2680,"Romney, Mitt",Far West,2012-01-06 00:00:00,-5000.0
2681,"Romney, Mitt",Far West,2012-01-08 00:00:00,-250.0
2682,"Romney, Mitt",Far West,2012-01-09 00:00:00,-3027.4
2683,"Romney, Mitt",Far West,2012-01-10 00:00:00,-2500.0
2684,"Romney, Mitt",Far West,2012-01-16 00:00:00,-2500.0
2685,"Romney, Mitt",Far West,2012-01-17 00:00:00,-5000.0
2686,"Romney, Mitt",Far West,2012-01-18 00:00:00,-1750.0
2687,"Romney, Mitt",Far West,2012-01-19 00:00:00,-2500.0
2688,"Romney, Mitt",Far West,2012-01-20 00:00:00,-5200.0
2689,"Romney, Mitt",Far West,2012-01-25 00:00:00,-2000.0
2690,"Romney, Mitt",Far West,2012-01-27 00:00:00,-2505.0
2691,"Romney, Mitt",Far West,2012-01-30 00:00:00,-2500.0
2692,"Romney, Mitt",Far West,2012-02-03 00:00:00,-5800.0
2693,"Romney, Mitt",Far West,2012-02-06 00:00:00,-8000.0
