,cand_nm,economic_region,contb_receipt_dt_format,contb_receipt_amt
1180,"Obama, Barack",Mideast,2012-12-18 00:00:00,-11380.25
1181,"Obama, Barack",Mideast,2012-12-19 00:00:00,-285.0
1182,"Obama, Barack",Mideast,2012-12-20 00:00:00,-4158.08
1183,"Obama, Barack",Mideast,2012-12-21 00:00:00,-1174.0
1184,"Obama, Barack",Mideast,2012-12-22 00:00:00,-300.0
1185,"Obama, Barack",Mideast,2012-12-24 00:00:00,-3304.0
1186,"Obama, Barack",Mideast,2012-12-25 00:00:00,-110.0
1187,"Obama, Barack",Mideast,2012-12-26 00:00:00,-2337.0
1188,"Obama, Barack",Mideast,2012-12-27 00:00:00,-1479.0
1189,"Obama, Barack",Mideast,2012-12-28 00:00:00,-850.0
1190,"Obama, Barack",Mideast,2012-12-31 00:00:00,-41013.54
1191,"Obama, Barack",New England,2011-04-30 00:00:00,-5090.0
1192,"Obama, Barack",New England,2011-05-09 00:00:00,-1782.0
1193,"Obama, Barack",New England,2011-05-14 00:00:00,-990.0
1194,"Obama, Barack",New England,2011-05-20 00:00:00,-1950.0
1195,"Obama, Barack",New England,2011-05-24 00:00:00,-250.0
1196,"Obama, Barack",New England,2011-05-28 00:00:00,-1000.0
1197,"Obama, Barack",New England,2011-06-01 00:00:00,-600.0
1198,"Obama, Barack",New England,2011-06-04 00:00:00,-1000.0
1199,"Obama, Barack",New England,2011-06-08 00:00:00,-975.0
1200,"Obama, Barack",New England,2011-06-14 00:00:00,-300.0
1201,"Obama, Barack",New England,2011-06-22 00:00:00,-100.0
1202,"Obama, Barack",New England,2011-06-27 00:00:00,-11126.37
1203,"Obama, Barack",New England,2011-06-28 00:00:00,-1647.75
1204,"Obama, Barack",New England,2011-06-29 00:00:00,-14210.0
1205,"Obama, Barack",New England,2011-06-30 00:00:00,-14200.0
1206,"Obama, Barack",New England,2011-07-01 00:00:00,-13.0
1207,"Obama, Barack",New England,2011-07-02 00:00:00,-50.0
1208,"Obama, Barack",New England,2011-07-11 00:00:00,-1000.0
1209,"Obama, Barack",New England,2011-07-18 00:00:00,-1100.0
1210,"Obama, Barack",New England,2011-08-04 00:00:00,-50.0
1211,"Obama, Barack",New England,2011-08-08 00:00:00,-50.0
1212,"Obama, Barack",New England,2011-08-09 00:00:00,-150.0
1213,"Obama, Barack",New England,2011-08-17 00:00:00,-353.0
1214,"Obama, Barack",New England,2011-08-18 00:00:00,-100.0
1215,"Obama, Barack",New England,2011-08-19 00:00:00,-888.0
1216,"Obama, Barack",New England,2011-08-30 00:00:00,-75.0
1217,"Obama, Barack",New England,2011-09-02 00:00:00,-500.0
1218,"Obama, Barack",New England,2011-09-12 00:00:00,-2500.0
1219,"Obama, Barack",New England,2011-09-13 00:00:00,-250.0
1220,"Obama, Barack",New England,2011-09-17 00:00:00,-950.0
1221,"Obama, Barack",New England,2011-09-19 00:00:00,-1250.0
1222,"Obama, Barack",New England,2011-09-21 00:00:00,-7400.0
1223,"Obama, Barack",New England,2011-09-22 00:00:00,-1575.0
1224,"Obama, Barack",New England,2011-09-28 00:00:00,-970.0
1225,"Obama, Barack",New England,2011-09-30 00:00:00,-2325.0
1226,"Obama, Barack",New England,2011-10-05 00:00:00,-50.0
1227,"Obama, Barack",New England,2011-10-06 00:00:00,-100.0
1228,"Obama, Barack",New England,2011-10-07 00:00:00,-4975.0
1229,"Obama, Barack",New England,2011-10-08 00:00:00,-1000.0
1230,"Obama, Barack",New England,2011-10-11 00:00:00,-25.0
1231,"Obama, Barack",New England,2011-10-13 00:00:00,-100.0
1232,"Obama, Barack",New England,2011-10-18 00:00:00,-75.0
1233,"Obama, Barack",New England,2011-10-19 00:00:00,-595.0
1234,"Obama, Barack",New England,2011-10-20 00:00:00,-450.0
1235,"Obama, Barack",New England,2011-10-21 00:00:00,-5000.0
1236,"Obama, Barack",New England,2011-10-22 00:00:00,-1000.0
1237,"Obama, Barack",New England,2011-11-08 00:00:00,-425.0
1238,"Obama, Barack",New England,2011-11-09 00:00:00,-325.0
1239,"Obama, Barack",New England,2011-11-14 00:00:00,-100.0
1240,"Obama, Barack",New England,2011-11-15 00:00:00,-325.0
1241,"Obama, Barack",New England,2011-11-22 00:00:00,-310.0
1242,"Obama, Barack",New England,2011-11-23 00:00:00,-425.0
1243,"Obama, Barack",New England,2011-11-29 00:00:00,-5100.0
1244,"Obama, Barack",New England,2011-11-30 00:00:00,-65.0
1245,"Obama, Barack",New England,2011-12-02 00:00:00,-115.0
1246,"Obama, Barack",New England,2011-12-06 00:00:00,-240.0
1247,"Obama, Barack",New England,2011-12-16 00:00:00,-7495.0
1248,"Obama, Barack",New England,2011-12-20 00:00:00,-2750.0
1249,"Obama, Barack",New England,2011-12-21 00:00:00,-5415.0
1250,"Obama, Barack",New England,2011-12-23 00:00:00,-300.0
1251,"Obama, Barack",New England,2011-12-29 00:00:00,-370.0
1252,"Obama, Barack",New England,2011-12-30 00:00:00,-25.0
1253,"Obama, Barack",New England,2011-12-31 00:00:00,-4460.0
1254,"Obama, Barack",New England,2012-01-01 00:00:00,-2175.0
1255,"Obama, Barack",New England,2012-01-02 00:00:00,-50.0
1256,"Obama, Barack",New England,2012-01-03 00:00:00,-3272.0
1257,"Obama, Barack",New England,2012-01-13 00:00:00,-4995.0
1258,"Obama, Barack",New England,2012-01-14 00:00:00,-600.0
1259,"Obama, Barack",New England,2012-01-19 00:00:00,-40.0
1260,"Obama, Barack",New England,2012-01-21 00:00:00,-5835.0
1261,"Obama, Barack",New England,2012-01-22 00:00:00,-100.0
1262,"Obama, Barack",New England,2012-01-23 00:00:00,-5295.0
1263,"Obama, Barack",New England,2012-01-24 00:00:00,-500.0
1264,"Obama, Barack",New England,2012-01-25 00:00:00,-894.0
1265,"Obama, Barack",New England,2012-01-27 00:00:00,-35.0
1266,"Obama, Barack",New England,2012-01-28 00:00:00,-150.0
1267,"Obama, Barack",New England,2012-02-02 00:00:00,-75.0
1268,"Obama, Barack",New England,2012-02-07 00:00:00,-2769.0
1269,"Obama, Barack",New England,2012-02-08 00:00:00,-252.0
1270,"Obama, Barack",New England,2012-02-11 00:00:00,-400.0
1271,"Obama, Barack",New England,2012-02-14 00:00:00,-1825.0
1272,"Obama, Barack",New England,2012-02-15 00:00:00,-216.0
1273,"Obama, Barack",New England,2012-02-16 00:00:00,-300.0
1274,"Obama, Barack",New England,2012-02-17 00:00:00,-2235.0
1275,"Obama, Barack",New England,2012-02-19 00:00:00,-250.0
1276,"Obama, Barack",New England,2012-02-23 00:00:00,-100.0
1277,"Obama, Barack",New England,2012-02-27 00:00:00,-250.0
1278,"Obama, Barack",New England,2012-02-28 00:00:00,-5075.0
1279,"Obama, Barack",New England,2012-03-01 00:00:00,-110.0
1280,"Obama, Barack",New England,2012-03-08 00:00:00,-3225.0
1281,"Obama, Barack",New England,2012-03-11 00:00:00,-2000.0
1282,"Obama, Barack",New England,2012-03-13 00:00:00,-250.0
1283,"Obama, Barack",New England,2012-03-14 00:00:00,-450.0
1284,"Obama, Barack",New England,2012-03-19 00:00:00,-500.0
1285,"Obama, Barack",New England,2012-03-20 00:00:00,-100.0
1286,"Obama, Barack",New England,2012-03-21 00:00:00,-490.0
1287,"Obama, Barack",New England,2012-03-27 00:00:00,-210.0
1288,"Obama, Barack",New England,2012-03-29 00:00:00,-650.0
1289,"Obama, Barack",New England,2012-03-31 00:00:00,-475.0
1290,"Obama, Barack",New England,2012-04-03 00:00:00,-240.0
1291,"Obama, Barack",New England,2012-04-04 00:00:00,-235.0
1292,"Obama, Barack",New England,2012-04-06 00:00:00,-5138.0
1293,"Obama, Barack",New England,2012-04-09 00:00:00,-1400.0
1294,"Obama, Barack",New England,2012-04-11 00:00:00,-425.0
1295,"Obama, Barack",New England,2012-04-12 00:00:00,-6050.0
1296,"Obama, Barack",New England,2012-04-13 00:00:00,-700.0
1297,"Obama, Barack",New England,2012-04-16 00:00:00,-225.0
1298,"Obama, Barack",New England,2012-04-18 00:00:00,-2141.0
1299,"Obama, Barack",New England,2012-04-19 00:00:00,-100.0
1300,"Obama, Barack",New England,2012-04-26 00:00:00,-295.0
1301,"Obama, Barack",New England,2012-04-27 00:00:00,-630.0
1302,"Obama, Barack",New England,2012-04-30 00:00:00,-8645.4
1303,"Obama, Barack",New England,2012-05-02 00:00:00,-165.0
1304,"Obama, Barack",New England,2012-05-03 00:00:00,-1000.0
1305,"Obama, Barack",New England,2012-05-11 00:00:00,-1670.0
1306,"Obama, Barack",New England,2012-05-12 00:00:00,-1105.0
1307,"Obama, Barack",New England,2012-05-14 00:00:00,-1075.0
1308,"Obama, Barack",New England,2012-05-15 00:00:00,-668.0
1309,"Obama, Barack",New England,2012-05-16 00:00:00,-1415.0
1310,"Obama, Barack",New England,2012-05-17 00:00:00,-7708.0
1311,"Obama, Barack",New England,2012-05-18 00:00:00,-610.0
1312,"Obama, Barack",New England,2012-05-21 00:00:00,-3776.25
1313,"Obama, Barack",New England,2012-05-22 00:00:00,-14131.5
1314,"Obama, Barack",New England,2012-05-23 00:00:00,-625.0
1315,"Obama, Barack",New England,2012-05-24 00:00:00,-775.0
1316,"Obama, Barack",New England,2012-05-27 00:00:00,-90.0
1317,"Obama, Barack",New England,2012-05-28 00:00:00,-2818.0
1318,"Obama, Barack",New England,2012-05-29 00:00:00,-55.0
1319,"Obama, Barack",New England,2012-05-31 00:00:00,-5700.0
1320,"Obama, Barack",New England,2012-06-01 00:00:00,-1430.0
1321,"Obama, Barack",New England,2012-06-04 00:00:00,-750.0
1322,"Obama, Barack",New England,2012-06-05 00:00:00,-1948.0
1323,"Obama, Barack",New England,2012-06-06 00:00:00,-150.0
1324,"Obama, Barack",New England,2012-06-12 00:00:00,-500.0
1325,"Obama, Barack",New England,2012-06-13 00:00:00,-539.0
1326,"Obama, Barack",New England,2012-06-14 00:00:00,-7625.0
1327,"Obama, Barack",New England,2012-06-19 00:00:00,-5740.0
1328,"Obama, Barack",New England,2012-06-20 00:00:00,-3111.0
1329,"Obama, Barack",New England,2012-06-22 00:00:00,-2360.0
1330,"Obama, Barack",New England,2012-06-23 00:00:00,-5150.0
1331,"Obama, Barack",New England,2012-06-25 00:00:00,-3664.0
1332,"Obama, Barack",New England,2012-06-26 00:00:00,-25.0
1333,"Obama, Barack",New England,2012-06-27 00:00:00,-280.0
1334,"Obama, Barack",New England,2012-06-28 00:00:00,-125.0
1335,"Obama, Barack",New England,2012-06-29 00:00:00,-550.0
1336,"Obama, Barack",New England,2012-07-02 00:00:00,-3570.0
1337,"Obama, Barack",New England,2012-07-05 00:00:00,-1392.0
1338,"Obama, Barack",New England,2012-07-06 00:00:00,-2131.0
1339,"Obama, Barack",New England,2012-07-09 00:00:00,-450.0
1340,"Obama, Barack",New England,2012-07-10 00:00:00,-1222.0
1341,"Obama, Barack",New England,2012-07-11 00:00:00,-2500.0
1342,"Obama, Barack",New England,2012-07-12 00:00:00,-50.0
1343,"Obama, Barack",New England,2012-07-13 00:00:00,-25.0
1344,"Obama, Barack",New England,2012-07-16 00:00:00,-175.0
1345,"Obama, Barack",New England,2012-07-17 00:00:00,-425.0
1346,"Obama, Barack",New England,2012-07-18 00:00:00,-100.0
1347,"Obama, Barack",New England,2012-07-20 00:00:00,-350.0
1348,"Obama, Barack",New England,2012-07-21 00:00:00,-100.0
1349,"Obama, Barack",New England,2012-07-23 00:00:00,-700.0
1350,"Obama, Barack",New England,2012-07-24 00:00:00,-4020.0
1351,"Obama, Barack",New England,2012-07-25 00:00:00,-119.0
1352,"Obama, Barack",New England,2012-07-26 00:00:00,-100.0
1353,"Obama, Barack",New England,2012-07-28 00:00:00,-650.0
1354,"Obama, Barack",New England,2012-07-30 00:00:00,-915.0
1355,"Obama, Barack",New England,2012-07-31 00:00:00,-1100.0
1356,"Obama, Barack",New England,2012-08-01 00:00:00,-1892.0
1357,"Obama, Barack",New England,2012-08-03 00:00:00,-225.0
1358,"Obama, Barack",New England,2012-08-07 00:00:00,-5000.0
1359,"Obama, Barack",New England,2012-08-08 00:00:00,-103.0
1360,"Obama, Barack",New England,2012-08-09 00:00:00,-3975.0
1361,"Obama, Barack",New England,2012-08-10 00:00:00,-50.0
1362,"Obama, Barack",New England,2012-08-13 00:00:00,-100.0
1363,"Obama, Barack",New England,2012-08-14 00:00:00,-1635.0
1364,"Obama, Barack",New England,2012-08-15 00:00:00,-2144.0
1365,"Obama, Barack",New England,2012-08-16 00:00:00,-100.0
1366,"Obama, Barack",New England,2012-08-17 00:00:00,-105.0
1367,"Obama, Barack",New England,2012-08-18 00:00:00,-105.0
1368,"Obama, Barack",New England,2012-08-20 00:00:00,-1140.0
1369,"Obama, Barack",New England,2012-08-21 00:00:00,-500.0
1370,"Obama, Barack",New England,2012-08-22 00:00:00,-105.0
1371,"Obama, Barack",New England,2012-08-23 00:00:00,-1616.0
1372,"Obama, Barack",New England,2012-08-24 00:00:00,-2295.0
1373,"Obama, Barack",New England,2012-08-27 00:00:00,-11665.0
1374,"Obama, Barack",New England,2012-08-29 00:00:00,-685.0
1375,"Obama, Barack",New England,2012-08-30 00:00:00,-690.0
1376,"Obama, Barack",New England,2012-08-31 00:00:00,-1850.0
1377,"Obama, Barack",New England,2012-09-01 00:00:00,-150.0
1378,"Obama, Barack",New England,2012-09-03 00:00:00,-3933.0
1379,"Obama, Barack",New England,2012-09-04 00:00:00,-500.0
1380,"Obama, Barack",New England,2012-09-05 00:00:00,-100.0
1381,"Obama, Barack",New England,2012-09-06 00:00:00,-130.0
1382,"Obama, Barack",New England,2012-09-07 00:00:00,-79.0
1383,"Obama, Barack",New England,2012-09-10 00:00:00,-10414.5
1384,"Obama, Barack",New England,2012-09-11 00:00:00,-18447.0
1385,"Obama, Barack",New England,2012-09-12 00:00:00,-165.0
1386,"Obama, Barack",New England,2012-09-13 00:00:00,-10170.0
1387,"Obama, Barack",New England,2012-09-14 00:00:00,-941.0
1388,"Obama, Barack",New England,2012-09-17 00:00:00,-3769.0
1389,"Obama, Barack",New England,2012-09-18 00:00:00,-350.0
1390,"Obama, Barack",New England,2012-09-20 00:00:00,-3000.0
1391,"Obama, Barack",New England,2012-09-21 00:00:00,-1635.0
1392,"Obama, Barack",New England,2012-09-22 00:00:00,-6800.0
1393,"Obama, Barack",New England,2012-09-24 00:00:00,-10455.0
1394,"Obama, Barack",New England,2012-09-25 00:00:00,-7653.0
1395,"Obama, Barack",New England,2012-09-26 00:00:00,-2109.7
1396,"Obama, Barack",New England,2012-09-27 00:00:00,-800.0
1397,"Obama, Barack",New England,2012-09-28 00:00:00,-1267.0
1398,"Obama, Barack",New England,2012-09-29 00:00:00,-35.0
1399,"Obama, Barack",New England,2012-09-30 00:00:00,-8050.0
1400,"Obama, Barack",New England,2012-10-01 00:00:00,-3903.0
1401,"Obama, Barack",New England,2012-10-02 00:00:00,-6056.0
1402,"Obama, Barack",New England,2012-10-03 00:00:00,-450.0
1403,"Obama, Barack",New England,2012-10-04 00:00:00,-1135.0
1404,"Obama, Barack",New England,2012-10-05 00:00:00,-3330.0
1405,"Obama, Barack",New England,2012-10-08 00:00:00,-12517.0
1406,"Obama, Barack",New England,2012-10-09 00:00:00,-918.0
1407,"Obama, Barack",New England,2012-10-10 00:00:00,-2730.0
1408,"Obama, Barack",New England,2012-10-11 00:00:00,-1625.0
1409,"Obama, Barack",New England,2012-10-12 00:00:00,-4960.0
1410,"Obama, Barack",New England,2012-10-13 00:00:00,-8301.0
1411,"Obama, Barack",New England,2012-10-14 00:00:00,-100.0
1412,"Obama, Barack",New England,2012-10-15 00:00:00,-4793.5
1413,"Obama, Barack",New England,2012-10-16 00:00:00,-490.0
1414,"Obama, Barack",New England,2012-10-17 00:00:00,-5315.0
1415,"Obama, Barack",New England,2012-10-18 00:00:00,-4641.6
1416,"Obama, Barack",New England,2012-10-19 00:00:00,-5535.0
1417,"Obama, Barack",New England,2012-10-20 00:00:00,-1160.0
1418,"Obama, Barack",New England,2012-10-21 00:00:00,-7500.0
1419,"Obama, Barack",New England,2012-10-22 00:00:00,-1873.0
1420,"Obama, Barack",New England,2012-10-23 00:00:00,-9000.0
1421,"Obama, Barack",New England,2012-10-24 00:00:00,-4747.0
1422,"Obama, Barack",New England,2012-10-25 00:00:00,-22642.14
1423,"Obama, Barack",New England,2012-10-26 00:00:00,-5790.0
1424,"Obama, Barack",New England,2012-10-27 00:00:00,-2110.0
1425,"Obama, Barack",New England,2012-10-28 00:00:00,-581.0
1426,"Obama, Barack",New England,2012-10-29 00:00:00,-9977.0
1427,"Obama, Barack",New England,2012-10-30 00:00:00,-3675.0
1428,"Obama, Barack",New England,2012-10-31 00:00:00,-1854.0
1429,"Obama, Barack",New England,2012-11-01 00:00:00,-6882.0
1430,"Obama, Barack",New England,2012-11-02 00:00:00,-7046.0
1431,"Obama, Barack",New England,2012-11-03 00:00:00,-1235.0
1432,"Obama, Barack",New England,2012-11-04 00:00:00,-2800.0
1433,"Obama, Barack",New England,2012-11-05 00:00:00,-27355.6
1434,"Obama, Barack",New England,2012-11-06 00:00:00,-4022.0
1435,"Obama, Barack",New England,2012-11-07 00:00:00,-160.0
1436,"Obama, Barack",New England,2012-11-08 00:00:00,-1000.0
1437,"Obama, Barack",New England,2012-11-09 00:00:00,-50.0
1438,"Obama, Barack",New England,2012-11-12 00:00:00,-250.0
1439,"Obama, Barack",New England,2012-11-13 00:00:00,-565.0
1440,"Obama, Barack",New England,2012-11-14 00:00:00,-10211.0
1441,"Obama, Barack",New England,2012-11-15 00:00:00,-9477.0
1442,"Obama, Barack",New England,2012-11-16 00:00:00,-22234.0
1443,"Obama, Barack",New England,2012-11-19 00:00:00,-7000.0
1444,"Obama, Barack",New England,2012-11-20 00:00:00,-899.0
1445,"Obama, Barack",New England,2012-11-21 00:00:00,-3683.0
1446,"Obama, Barack",New England,2012-11-22 00:00:00,-7133.0
1447,"Obama, Barack",New England,2012-11-23 00:00:00,-3325.0
1448,"Obama, Barack",New England,2012-11-24 00:00:00,-2050.0
1449,"Obama, Barack",New England,2012-11-26 00:00:00,-9059.0
1450,"Obama, Barack",New England,2012-11-27 00:00:00,-5872.34
1451,"Obama, Barack",New England,2012-11-28 00:00:00,-3370.0
1452,"Obama, Barack",New England,2012-11-29 00:00:00,-1235.0
1453,"Obama, Barack",New England,2012-11-30 00:00:00,-540.0
1454,"Obama, Barack",New England,2012-12-01 00:00:00,-300.0
1455,"Obama, Barack",New England,2012-12-03 00:00:00,-3100.0
1456,"Obama, Barack",New England,2012-12-04 00:00:00,-2700.0
1457,"Obama, Barack",New England,2012-12-05 00:00:00,-4659.0
1458,"Obama, Barack",New England,2012-12-06 00:00:00,-1750.0
1459,"Obama, Barack",New England,2012-12-07 00:00:00,-17444.0
1460,"Obama, Barack",New England,2012-12-08 00:00:00,-215.0
1461,"Obama, Barack",New England,2012-12-10 00:00:00,-778.0
1462,"Obama, Barack",New England,2012-12-11 00:00:00,-7811.0
1463,"Obama, Barack",New England,2012-12-12 00:00:00,-4754.0
1464,"Obama, Barack",New England,2012-12-13 00:00:00,-985.0
1465,"Obama, Barack",New England,2012-12-14 00:00:00,-1570.0
1466,"Obama, Barack",New England,2012-12-15 00:00:00,-50.0
1467,"Obama, Barack",New England,2012-12-17 00:00:00,-1030.0
1468,"Obama, Barack",New England,2012-12-18 00:00:00,-4446.0
1469,"Obama, Barack",New England,2012-12-19 00:00:00,-165.0
1470,"Obama, Barack",New England,2012-12-20 00:00:00,-25.0
1471,"Obama, Barack",New England,2012-12-21 00:00:00,-505.0
1472,"Obama, Barack",New England,2012-12-24 00:00:00,-2335.0
1473,"Obama, Barack",New England,2012-12-26 00:00:00,-1100.0
1474,"Obama, Barack",New England,2012-12-28 00:00:00,-135.0
1475,"Obama, Barack",New England,2012-12-31 00:00:00,-18250.9
1476,"Obama, Barack",Plains,2011-04-20 00:00:00,-100.0
1477,"Obama, Barack",Plains,2011-05-25 00:00:00,-25.0
1478,"Obama, Barack",Plains,2011-06-07 00:00:00,-150.0
1479,"Obama, Barack",Plains,2011-06-14 00:00:00,-150.0
1480,"Obama, Barack",Plains,2011-06-22 00:00:00,-3000.0
1481,"Obama, Barack",Plains,2011-06-27 00:00:00,-12570.18
1482,"Obama, Barack",Plains,2011-06-28 00:00:00,-25.0
1483,"Obama, Barack",Plains,2011-06-29 00:00:00,-6050.0
1484,"Obama, Barack",Plains,2011-06-30 00:00:00,-4600.0
1485,"Obama, Barack",Plains,2011-07-14 00:00:00,-4950.0
1486,"Obama, Barack",Plains,2011-07-25 00:00:00,-975.0
1487,"Obama, Barack",Plains,2011-08-01 00:00:00,-1490.0
1488,"Obama, Barack",Plains,2011-08-04 00:00:00,-80.0
1489,"Obama, Barack",Plains,2011-08-08 00:00:00,-100.0
1490,"Obama, Barack",Plains,2011-08-19 00:00:00,-2025.0
1491,"Obama, Barack",Plains,2011-08-22 00:00:00,-250.0
1492,"Obama, Barack",Plains,2011-09-07 00:00:00,-100.0
1493,"Obama, Barack",Plains,2011-09-08 00:00:00,-525.0
1494,"Obama, Barack",Plains,2011-09-20 00:00:00,-1000.0
1495,"Obama, Barack",Plains,2011-09-21 00:00:00,-750.0
1496,"Obama, Barack",Plains,2011-09-23 00:00:00,-75.0
1497,"Obama, Barack",Plains,2011-09-28 00:00:00,-500.0
1498,"Obama, Barack",Plains,2011-09-29 00:00:00,-1350.0
1499,"Obama, Barack",Plains,2011-10-03 00:00:00,-975.0
1500,"Obama, Barack",Plains,2011-10-08 00:00:00,-505.0
1501,"Obama, Barack",Plains,2011-10-11 00:00:00,-25.0
1502,"Obama, Barack",Plains,2011-10-12 00:00:00,-450.0
1503,"Obama, Barack",Plains,2011-10-15 00:00:00,-389.0
1504,"Obama, Barack",Plains,2011-10-19 00:00:00,-990.0
1505,"Obama, Barack",Plains,2011-11-01 00:00:00,-50.0
1506,"Obama, Barack",Plains,2011-11-04 00:00:00,-100.0
1507,"Obama, Barack",Plains,2011-11-08 00:00:00,-7500.0
1508,"Obama, Barack",Plains,2011-11-09 00:00:00,-1000.0
1509,"Obama, Barack",Plains,2011-11-16 00:00:00,-1500.0
1510,"Obama, Barack",Plains,2011-11-22 00:00:00,-392.0
1511,"Obama, Barack",Plains,2011-11-24 00:00:00,-400.0
1512,"Obama, Barack",Plains,2011-11-28 00:00:00,-350.0
1513,"Obama, Barack",Plains,2011-12-02 00:00:00,-335.0
1514,"Obama, Barack",Plains,2011-12-16 00:00:00,-465.0
1515,"Obama, Barack",Plains,2011-12-20 00:00:00,-1500.0
1516,"Obama, Barack",Plains,2011-12-21 00:00:00,-300.0
1517,"Obama, Barack",Plains,2011-12-31 00:00:00,-1325.0
1518,"Obama, Barack",Plains,2012-01-01 00:00:00,-685.0
1519,"Obama, Barack",Plains,2012-01-03 00:00:00,-500.0
1520,"Obama, Barack",Plains,2012-01-04 00:00:00,-225.0
1521,"Obama, Barack",Plains,2012-01-17 00:00:00,-100.0
1522,"Obama, Barack",Plains,2012-01-18 00:00:00,-657.0
1523,"Obama, Barack",Plains,2012-01-20 00:00:00,-2650.0
1524,"Obama, Barack",Plains,2012-01-21 00:00:00,-1000.0
1525,"Obama, Barack",Plains,2012-01-26 00:00:00,-300.0
1526,"Obama, Barack",Plains,2012-01-27 00:00:00,-125.0
1527,"Obama, Barack",Plains,2012-01-30 00:00:00,-50.0
1528,"Obama, Barack",Plains,2012-01-31 00:00:00,-500.0
1529,"Obama, Barack",Plains,2012-02-02 00:00:00,-15.0
1530,"Obama, Barack",Plains,2012-02-07 00:00:00,-100.0
1531,"Obama, Barack",Plains,2012-02-08 00:00:00,-67.75
1532,"Obama, Barack",Plains,2012-02-09 00:00:00,-95.0
1533,"Obama, Barack",Plains,2012-02-10 00:00:00,-100.0
1534,"Obama, Barack",Plains,2012-02-14 00:00:00,-280.0
1535,"Obama, Barack",Plains,2012-02-20 00:00:00,-250.0
1536,"Obama, Barack",Plains,2012-02-27 00:00:00,-945.0
1537,"Obama, Barack",Plains,2012-02-28 00:00:00,-1025.0
1538,"Obama, Barack",Plains,2012-02-29 00:00:00,-1575.0
1539,"Obama, Barack",Plains,2012-03-01 00:00:00,-275.0
1540,"Obama, Barack",Plains,2012-03-09 00:00:00,-1532.25
1541,"Obama, Barack",Plains,2012-03-12 00:00:00,-100.0
1542,"Obama, Barack",Plains,2012-03-16 00:00:00,-990.0
1543,"Obama, Barack",Plains,2012-03-21 00:00:00,-250.0
1544,"Obama, Barack",Plains,2012-03-22 00:00:00,-200.0
1545,"Obama, Barack",Plains,2012-03-28 00:00:00,-1000.0
1546,"Obama, Barack",Plains,2012-03-29 00:00:00,-100.0
1547,"Obama, Barack",Plains,2012-03-30 00:00:00,-571.0
1548,"Obama, Barack",Plains,2012-04-03 00:00:00,-250.0
1549,"Obama, Barack",Plains,2012-04-04 00:00:00,-225.0
1550,"Obama, Barack",Plains,2012-04-09 00:00:00,-100.0
1551,"Obama, Barack",Plains,2012-04-10 00:00:00,-95.0
1552,"Obama, Barack",Plains,2012-04-11 00:00:00,-200.0
1553,"Obama, Barack",Plains,2012-04-13 00:00:00,-664.0
1554,"Obama, Barack",Plains,2012-04-16 00:00:00,-240.0
1555,"Obama, Barack",Plains,2012-04-18 00:00:00,-500.0
1556,"Obama, Barack",Plains,2012-04-19 00:00:00,-1000.0
1557,"Obama, Barack",Plains,2012-04-25 00:00:00,-10.0
1558,"Obama, Barack",Plains,2012-04-26 00:00:00,-2020.0
1559,"Obama, Barack",Plains,2012-04-27 00:00:00,-5000.0
1560,"Obama, Barack",Plains,2012-04-30 00:00:00,-3665.0
1561,"Obama, Barack",Plains,2012-05-01 00:00:00,-500.0
1562,"Obama, Barack",Plains,2012-05-02 00:00:00,-335.0
1563,"Obama, Barack",Plains,2012-05-04 00:00:00,-285.0
1564,"Obama, Barack",Plains,2012-05-08 00:00:00,-180.0
1565,"Obama, Barack",Plains,2012-05-10 00:00:00,-1500.0
1566,"Obama, Barack",Plains,2012-05-11 00:00:00,-235.0
1567,"Obama, Barack",Plains,2012-05-16 00:00:00,-750.0
1568,"Obama, Barack",Plains,2012-05-17 00:00:00,-975.0
1569,"Obama, Barack",Plains,2012-05-18 00:00:00,-425.0
1570,"Obama, Barack",Plains,2012-05-21 00:00:00,-500.0
1571,"Obama, Barack",Plains,2012-05-28 00:00:00,-800.0
1572,"Obama, Barack",Plains,2012-05-29 00:00:00,-170.0
1573,"Obama, Barack",Plains,2012-05-30 00:00:00,-105.0
1574,"Obama, Barack",Plains,2012-05-31 00:00:00,-1300.0
1575,"Obama, Barack",Plains,2012-06-01 00:00:00,-295.0
1576,"Obama, Barack",Plains,2012-06-02 00:00:00,-112.0
1577,"Obama, Barack",Plains,2012-06-04 00:00:00,-500.0
1578,"Obama, Barack",Plains,2012-06-05 00:00:00,-1000.0
1579,"Obama, Barack",Plains,2012-06-07 00:00:00,-300.0
1580,"Obama, Barack",Plains,2012-06-13 00:00:00,-1100.0
1581,"Obama, Barack",Plains,2012-06-14 00:00:00,-2750.0
1582,"Obama, Barack",Plains,2012-06-19 00:00:00,-581.0
1583,"Obama, Barack",Plains,2012-06-21 00:00:00,-460.0
1584,"Obama, Barack",Plains,2012-06-22 00:00:00,-100.0
1585,"Obama, Barack",Plains,2012-06-23 00:00:00,-1370.0
1586,"Obama, Barack",Plains,2012-06-25 00:00:00,-445.0
1587,"Obama, Barack",Plains,2012-06-26 00:00:00,-500.0
1588,"Obama, Barack",Plains,2012-06-29 00:00:00,-2150.0
1589,"Obama, Barack",Plains,2012-06-30 00:00:00,-1725.0
1590,"Obama, Barack",Plains,2012-07-02 00:00:00,-950.0
1591,"Obama, Barack",Plains,2012-07-04 00:00:00,-1000.0
1592,"Obama, Barack",Plains,2012-07-05 00:00:00,-50.0
