"SubjectAssgn","GenID","ExpAssgn","Language","Training","TrainType","Sex","Instrument","InstYears","InstPlay","EarTrain","EarTrainYear","Vowel","VowelHeight","VowelPosition","F1","F2","F3","F1.F2","F1.F3","F2.F3","BarkF2.F1","BarkF3.F1","BarkF3.F2","Item","ItemType","SCGDiff","logSCGDiff","RT","RespNum","RespNum2","absRT","logAbsRT","ItemPair"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-4-square","diff",-4.090639052,0.003380043,-966.2,0,0,966.2,2.985067033,"4-square"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-4-square","diff",-4.090639052,0.003380043,-689.73,0,0,689.73,2.838679116,"4-square"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-4-square","diff",-4.090639052,0.003380043,-1156.05,0,0,1156.05,3.062976618,"4-square"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-4-square","diff",-4.090639052,0.003380043,-704.17,0,0,704.17,2.847677519,"4-square"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-4-square","diff",-4.090639052,0.003380043,-946.24,0,0,946.24,2.976001303,"4-square"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-4-square","diff",-4.090639052,0.003380043,-1070.88,0,0,1070.88,3.029740808,"4-square"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-4-square","diff",-4.090639052,0.003380043,-444.48,0,0,444.48,2.647852224,"4-square"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-square-square","same",0,0,-1517.03,0,0,1517.03,3.180994169,"square-square"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-square-square","same",0,0,-1398.31,0,0,1398.31,3.145603464,"square-square"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-square-square","same",0,0,1920.98,1,100,1920.98,3.283522843,"square-square"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-square-square","same",0,0,609.61,1,100,609.61,2.785052083,"square-square"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-square-square","same",0,0,-826.9,0,0,826.9,2.917452992,"square-square"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-square-square","same",0,0,-799.63,0,0,799.63,2.902889079,"square-square"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-square-square","same",0,0,1426.24,1,100,1426.24,3.154192612,"square-square"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-square-square","same",0,0,1558.49,1,100,1558.49,3.19270402,"square-square"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-square-square","same",0,0,1135.33,1,100,1135.33,3.055122114,"square-square"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-square-square","same",0,0,1274.14,1,100,1274.14,3.10521715,"square-square"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-square-square","same",0,0,657.84,1,100,657.84,2.818120277,"square-square"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-square-square","same",0,0,1290.34,1,100,1290.34,3.11070416,"square-square"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-square-square","same",0,0,1482.62,1,100,1482.62,3.171029854,"square-square"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-square-square","same",0,0,1141.75,1,100,1141.75,3.05757102,"square-square"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-square-square","same",0,0,782.51,1,100,782.51,2.893489896,"square-square"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-square-square","same",0,0,615.37,1,100,615.37,2.78913632,"square-square"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-square-square","same",0,0,537.87,1,100,537.87,2.730677322,"square-square"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-square-square","same",0,0,1656.41,1,100,1656.41,3.219167844,"square-square"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-square-square","same",0,0,578.18,1,100,578.18,2.762063065,"square-square"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-square-square","same",0,0,1963.23,1,100,1963.23,3.292971182,"square-square"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","i","high","front",342,2322,3000,0.147,0.114,0.774,10.555,12.233,1.678,"i-2-2","same",0,0,1231.8,1,100,1231.8,3.0905402,"2-2"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","i","high","front",342,2322,3000,0.147,0.114,0.774,10.555,12.233,1.678,"i-2-2","same",0,0,-508.83,0,0,508.83,2.706572709,"2-2"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","i","high","front",342,2322,3000,0.147,0.114,0.774,10.555,12.233,1.678,"i-2-2","same",0,0,-517.12,0,0,517.12,2.713591335,"2-2"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","i","high","front",342,2322,3000,0.147,0.114,0.774,10.555,12.233,1.678,"i-2-2","same",0,0,-920.43,0,0,920.43,2.963990765,"2-2"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","i","high","front",342,2322,3000,0.147,0.114,0.774,10.555,12.233,1.678,"i-2-2","same",0,0,1404.44,1,100,1404.44,3.14750319,"2-2"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","i","high","front",342,2322,3000,0.147,0.114,0.774,10.555,12.233,1.678,"i-2-2","same",0,0,682.87,1,100,682.87,2.834338034,"2-2"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","i","high","front",342,2322,3000,0.147,0.114,0.774,10.555,12.233,1.678,"i-2-2","same",0,0,751.35,1,100,751.35,2.875842291,"2-2"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","i","high","front",342,2322,3000,0.147,0.114,0.774,10.555,12.233,1.678,"i-2-2","same",0,0,517.48,1,100,517.48,2.713893569,"2-2"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","i","high","front",342,2322,3000,0.147,0.114,0.774,10.555,12.233,1.678,"i-2-2","same",0,0,570.41,1,100,570.41,2.756187131,"2-2"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","i","high","front",342,2322,3000,0.147,0.114,0.774,10.555,12.233,1.678,"i-2-2","same",0,0,508.14,1,100,508.14,2.705983383,"2-2"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","i","high","front",342,2322,3000,0.147,0.114,0.774,10.555,12.233,1.678,"i-2-2","same",0,0,1121.49,1,100,1121.49,3.049795405,"2-2"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","i","high","front",342,2322,3000,0.147,0.114,0.774,10.555,12.233,1.678,"i-2-2","same",0,0,697.57,1,100,697.57,2.843587795,"2-2"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","i","high","front",342,2322,3000,0.147,0.114,0.774,10.555,12.233,1.678,"i-2-2","same",0,0,1086.8,1,100,1086.8,3.03614963,"2-2"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","i","high","front",342,2322,3000,0.147,0.114,0.774,10.555,12.233,1.678,"i-2-2","same",0,0,656.31,1,100,656.31,2.817109022,"2-2"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","i","high","front",342,2322,3000,0.147,0.114,0.774,10.555,12.233,1.678,"i-2-2","same",0,0,816.28,1,100,816.28,2.911839156,"2-2"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","i","high","front",342,2322,3000,0.147,0.114,0.774,10.555,12.233,1.678,"i-2-2","same",0,0,-2000,0,0,2000,3.301029996,"2-2"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","i","high","front",342,2322,3000,0.147,0.114,0.774,10.555,12.233,1.678,"i-2-2","same",0,0,616.01,1,100,616.01,2.789587762,"2-2"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","i","high","front",342,2322,3000,0.147,0.114,0.774,10.555,12.233,1.678,"i-2-2","same",0,0,1758.54,1,100,1758.54,3.245152251,"2-2"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","i","high","front",342,2322,3000,0.147,0.114,0.774,10.555,12.233,1.678,"i-2-2","same",0,0,517.74,1,100,517.74,2.714111719,"2-2"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","i","high","front",342,2322,3000,0.147,0.114,0.774,10.555,12.233,1.678,"i-2-2","same",0,0,1138.22,1,100,1138.22,3.056226212,"2-2"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","i","high","front",342,2322,3000,0.147,0.114,0.774,10.555,12.233,1.678,"i-23-2","diff",-97.09935632,0.001668535,706.34,1,100,706.34,2.849013801,"23-2"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","i","high","front",342,2322,3000,0.147,0.114,0.774,10.555,12.233,1.678,"i-23-2","diff",-97.09935632,0.001668535,666.14,1,100,666.14,2.823565513,"23-2"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","i","high","front",342,2322,3000,0.147,0.114,0.774,10.555,12.233,1.678,"i-23-2","diff",-97.09935632,0.001668535,512.89,1,100,512.89,2.710024232,"23-2"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","i","high","front",342,2322,3000,0.147,0.114,0.774,10.555,12.233,1.678,"i-23-2","diff",-97.09935632,0.001668535,727.59,1,100,727.59,2.861886721,"23-2"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","i","high","front",342,2322,3000,0.147,0.114,0.774,10.555,12.233,1.678,"i-23-2","diff",-97.09935632,0.001668535,567.75,1,100,567.75,2.754157143,"23-2"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","i","high","front",342,2322,3000,0.147,0.114,0.774,10.555,12.233,1.678,"i-23-2","diff",-97.09935632,0.001668535,505.19,1,100,505.19,2.703454745,"23-2"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","i","high","front",342,2322,3000,0.147,0.114,0.774,10.555,12.233,1.678,"i-23-2","diff",-97.09935632,0.001668535,440.04,1,100,440.04,2.643492156,"23-2"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","i","high","front",342,2322,3000,0.147,0.114,0.774,10.555,12.233,1.678,"i-23-2","diff",-97.09935632,0.001668535,633.36,1,100,633.36,2.801650632,"23-2"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","i","high","front",342,2322,3000,0.147,0.114,0.774,10.555,12.233,1.678,"i-23-2","diff",-97.09935632,0.001668535,649.77,1,100,649.77,2.812759656,"23-2"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","i","high","front",342,2322,3000,0.147,0.114,0.774,10.555,12.233,1.678,"i-23-2","diff",-97.09935632,0.001668535,559.54,1,100,559.54,2.747831139,"23-2"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","i","high","front",342,2322,3000,0.147,0.114,0.774,10.555,12.233,1.678,"i-23-2","diff",-97.09935632,0.001668535,550.54,1,100,550.54,2.740788879,"23-2"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","i","high","front",342,2322,3000,0.147,0.114,0.774,10.555,12.233,1.678,"i-23-2","diff",-97.09935632,0.001668535,378.3,1,100,378.3,2.577836341,"23-2"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","i","high","front",342,2322,3000,0.147,0.114,0.774,10.555,12.233,1.678,"i-23-2","diff",-97.09935632,0.001668535,623.81,1,100,623.81,2.795052332,"23-2"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","i","high","front",342,2322,3000,0.147,0.114,0.774,10.555,12.233,1.678,"i-23-2","diff",-97.09935632,0.001668535,494.78,1,100,494.78,2.694412136,"23-2"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","i","high","front",342,2322,3000,0.147,0.114,0.774,10.555,12.233,1.678,"i-23-2","diff",-97.09935632,0.001668535,509.24,1,100,509.24,2.706922509,"23-2"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","i","high","front",342,2322,3000,0.147,0.114,0.774,10.555,12.233,1.678,"i-23-2","diff",-97.09935632,0.001668535,-543.33,0,0,543.33,2.735063685,"23-2"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","i","high","front",342,2322,3000,0.147,0.114,0.774,10.555,12.233,1.678,"i-23-2","diff",-97.09935632,0.001668535,622.23,1,100,622.23,2.793950946,"23-2"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","i","high","front",342,2322,3000,0.147,0.114,0.774,10.555,12.233,1.678,"i-23-2","diff",-97.09935632,0.001668535,571.59,1,100,571.59,2.757084622,"23-2"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","i","high","front",342,2322,3000,0.147,0.114,0.774,10.555,12.233,1.678,"i-23-2","diff",-97.09935632,0.001668535,551.96,1,100,551.96,2.741907606,"23-2"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","i","high","front",342,2322,3000,0.147,0.114,0.774,10.555,12.233,1.678,"i-23-2","diff",-97.09935632,0.001668535,397.2,1,100,397.2,2.59900924,"23-2"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","i","high","front",342,2322,3000,0.147,0.114,0.774,10.555,12.233,1.678,"i-23-23","same",0,0,703.91,1,100,703.91,2.847517135,"23-23"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","i","high","front",342,2322,3000,0.147,0.114,0.774,10.555,12.233,1.678,"i-23-23","same",0,0,666.35,1,100,666.35,2.823702402,"23-23"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","i","high","front",342,2322,3000,0.147,0.114,0.774,10.555,12.233,1.678,"i-23-23","same",0,0,669.29,1,100,669.29,2.825614336,"23-23"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","i","high","front",342,2322,3000,0.147,0.114,0.774,10.555,12.233,1.678,"i-23-23","same",0,0,724.93,1,100,724.93,2.860296073,"23-23"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","i","high","front",342,2322,3000,0.147,0.114,0.774,10.555,12.233,1.678,"i-23-23","same",0,0,1358.23,1,100,1358.23,3.132973319,"23-23"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","i","high","front",342,2322,3000,0.147,0.114,0.774,10.555,12.233,1.678,"i-23-23","same",0,0,701.4,1,100,701.4,2.845965762,"23-23"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","i","high","front",342,2322,3000,0.147,0.114,0.774,10.555,12.233,1.678,"i-23-23","same",0,0,847.86,1,100,847.86,2.928324147,"23-23"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","i","high","front",342,2322,3000,0.147,0.114,0.774,10.555,12.233,1.678,"i-23-23","same",0,0,596.83,1,100,596.83,2.775850645,"23-23"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","i","high","front",342,2322,3000,0.147,0.114,0.774,10.555,12.233,1.678,"i-23-23","same",0,0,798.49,1,100,798.49,2.902269482,"23-23"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","i","high","front",342,2322,3000,0.147,0.114,0.774,10.555,12.233,1.678,"i-23-23","same",0,0,808.34,1,100,808.34,2.90759407,"23-23"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","i","high","front",342,2322,3000,0.147,0.114,0.774,10.555,12.233,1.678,"i-23-23","same",0,0,608.9,1,100,608.9,2.784545974,"23-23"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","i","high","front",342,2322,3000,0.147,0.114,0.774,10.555,12.233,1.678,"i-23-23","same",0,0,557.76,1,100,557.76,2.746447365,"23-23"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","i","high","front",342,2322,3000,0.147,0.114,0.774,10.555,12.233,1.678,"i-23-23","same",0,0,1321.27,1,100,1321.27,3.120991574,"23-23"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","i","high","front",342,2322,3000,0.147,0.114,0.774,10.555,12.233,1.678,"i-23-23","same",0,0,821.04,1,100,821.04,2.914364316,"23-23"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","i","high","front",342,2322,3000,0.147,0.114,0.774,10.555,12.233,1.678,"i-23-23","same",0,0,644.82,1,100,644.82,2.809438499,"23-23"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","i","high","front",342,2322,3000,0.147,0.114,0.774,10.555,12.233,1.678,"i-23-23","same",0,0,562.2,1,100,562.2,2.749890841,"23-23"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","i","high","front",342,2322,3000,0.147,0.114,0.774,10.555,12.233,1.678,"i-23-23","same",0,0,646.24,1,100,646.24,2.810393836,"23-23"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","i","high","front",342,2322,3000,0.147,0.114,0.774,10.555,12.233,1.678,"i-23-23","same",0,0,602.59,1,100,602.59,2.78002192,"23-23"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","i","high","front",342,2322,3000,0.147,0.114,0.774,10.555,12.233,1.678,"i-23-23","same",0,0,827.05,1,100,827.05,2.917531766,"23-23"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","i","high","front",342,2322,3000,0.147,0.114,0.774,10.555,12.233,1.678,"i-23-23","same",0,0,1032.83,1,100,1032.83,3.014028844,"23-23"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","i","high","front",342,2322,3000,0.147,0.114,0.774,10.555,12.233,1.678,"i-23-4","diff",-100.7388576,-0.00221873,616.37,1,100,616.37,2.789841493,"23-4"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","i","high","front",342,2322,3000,0.147,0.114,0.774,10.555,12.233,1.678,"i-23-4","diff",-100.7388576,-0.00221873,477.71,1,100,477.71,2.679164333,"23-4"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","i","high","front",342,2322,3000,0.147,0.114,0.774,10.555,12.233,1.678,"i-23-4","diff",-100.7388576,-0.00221873,512.62,1,100,512.62,2.709795546,"23-4"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","i","high","front",342,2322,3000,0.147,0.114,0.774,10.555,12.233,1.678,"i-23-4","diff",-100.7388576,-0.00221873,614.43,1,100,614.43,2.788472412,"23-4"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","i","high","front",342,2322,3000,0.147,0.114,0.774,10.555,12.233,1.678,"i-23-4","diff",-100.7388576,-0.00221873,711.07,1,100,711.07,2.851912356,"23-4"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","i","high","front",342,2322,3000,0.147,0.114,0.774,10.555,12.233,1.678,"i-23-4","diff",-100.7388576,-0.00221873,472.73,1,100,472.73,2.674613164,"23-4"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","i","high","front",342,2322,3000,0.147,0.114,0.774,10.555,12.233,1.678,"i-23-4","diff",-100.7388576,-0.00221873,686.08,1,100,686.08,2.836374759,"23-4"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","i","high","front",342,2322,3000,0.147,0.114,0.774,10.555,12.233,1.678,"i-23-4","diff",-100.7388576,-0.00221873,575.09,1,100,575.09,2.759735816,"23-4"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","i","high","front",342,2322,3000,0.147,0.114,0.774,10.555,12.233,1.678,"i-23-4","diff",-100.7388576,-0.00221873,497.4,1,100,497.4,2.696705781,"23-4"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","i","high","front",342,2322,3000,0.147,0.114,0.774,10.555,12.233,1.678,"i-23-4","diff",-100.7388576,-0.00221873,571.37,1,100,571.37,2.756917434,"23-4"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","i","high","front",342,2322,3000,0.147,0.114,0.774,10.555,12.233,1.678,"i-23-4","diff",-100.7388576,-0.00221873,733.33,1,100,733.33,2.865299452,"23-4"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","i","high","front",342,2322,3000,0.147,0.114,0.774,10.555,12.233,1.678,"i-23-4","diff",-100.7388576,-0.00221873,539.38,1,100,539.38,2.731894839,"23-4"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","i","high","front",342,2322,3000,0.147,0.114,0.774,10.555,12.233,1.678,"i-23-4","diff",-100.7388576,-0.00221873,651.98,1,100,651.98,2.814234274,"23-4"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","i","high","front",342,2322,3000,0.147,0.114,0.774,10.555,12.233,1.678,"i-23-4","diff",-100.7388576,-0.00221873,1172.67,1,100,1172.67,3.069175815,"23-4"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","i","high","front",342,2322,3000,0.147,0.114,0.774,10.555,12.233,1.678,"i-23-4","diff",-100.7388576,-0.00221873,747.43,1,100,747.43,2.873570525,"23-4"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","i","high","front",342,2322,3000,0.147,0.114,0.774,10.555,12.233,1.678,"i-23-4","diff",-100.7388576,-0.00221873,1168.29,1,100,1168.29,3.067550659,"23-4"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","i","high","front",342,2322,3000,0.147,0.114,0.774,10.555,12.233,1.678,"i-23-4","diff",-100.7388576,-0.00221873,548.07,1,100,548.07,2.738836031,"23-4"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","i","high","front",342,2322,3000,0.147,0.114,0.774,10.555,12.233,1.678,"i-23-4","diff",-100.7388576,-0.00221873,520.6,1,100,520.6,2.716504164,"23-4"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","i","high","front",342,2322,3000,0.147,0.114,0.774,10.555,12.233,1.678,"i-23-4","diff",-100.7388576,-0.00221873,690.37,1,100,690.37,2.839081911,"23-4"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","i","high","front",342,2322,3000,0.147,0.114,0.774,10.555,12.233,1.678,"i-23-4","diff",-100.7388576,-0.00221873,420.18,1,100,420.18,2.623435377,"23-4"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","i","high","front",342,2322,3000,0.147,0.114,0.774,10.555,12.233,1.678,"i-23-square","diff",-101.4289218,0.001756221,514.63,1,100,514.63,2.7114951,"23-square"
"a-i-subject-3","Subject3-subj3","a-i","english","yes","formal","female","violin","5","no","no","n/a","i","high","front",342,2322,3000,0.147,0.114,0.774,10.555,12.233,1.678,"i-23-square","diff",-101.4289218,0.001756221,487.83,1,100,487.83,2.688268505,"23-square"
