"SubjectAssgn","GenID","ExpAssgn","Language","Training","TrainType","Sex","Instrument","InstYears","InstPlay","EarTrain","EarTrainYear","Vowel","VowelHeight","VowelPosition","F1","F2","F3","F1.F2","F1.F3","F2.F3","BarkF2.F1","BarkF3.F1","BarkF3.F2","Item","ItemType","SCGDiff","logSCGDiff","RT","RespNum","RespNum2","absRT","logAbsRT","ItemPair"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-2-2","same",0,0,684.71,1,100,684.71,2.835506671,"2-2"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-2-2","same",0,0,707.26,1,100,707.26,2.849579097,"2-2"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-2-2","same",0,0,443.42,1,100,443.42,2.646815278,"2-2"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-2-2","same",0,0,561.19,1,100,561.19,2.749109924,"2-2"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-2-2","same",0,0,534.67,1,100,534.67,2.728085817,"2-2"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-2-2","same",0,0,514.24,1,100,514.24,2.711165855,"2-2"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-2-2","same",0,0,703.22,1,100,703.22,2.847091214,"2-2"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-2-2","same",0,0,380.2,1,100,380.2,2.580012113,"2-2"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-2-2","same",0,0,511.74,1,100,511.74,2.709049365,"2-2"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-2-2","same",0,0,441.72,1,100,441.72,2.645147063,"2-2"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-2-2","same",0,0,625.95,1,100,625.95,2.796539644,"2-2"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-2-2","same",0,0,425.32,1,100,425.32,2.628715805,"2-2"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-2-2","same",0,0,663.41,1,100,663.41,2.821782014,"2-2"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-2-2","same",0,0,619.18,1,100,619.18,2.79181692,"2-2"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-2-2","same",0,0,871.02,1,100,871.02,2.940028127,"2-2"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-2-2","same",0,0,498.74,1,100,498.74,2.697874201,"2-2"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-2-2","same",0,0,398.55,1,100,398.55,2.600482813,"2-2"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-2-2","same",0,0,423.68,1,100,423.68,2.627037963,"2-2"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-2-2","same",0,0,1023.48,1,100,1023.48,3.01007936,"2-2"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-2-2","same",0,0,613.89,1,100,613.89,2.788090559,"2-2"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-23-2","diff",-12.35791915,0.013972807,-620.15,0,0,620.15,2.792496748,"23-2"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-23-2","diff",-12.35791915,0.013972807,-696.54,0,0,696.54,2.842946062,"23-2"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-23-2","diff",-12.35791915,0.013972807,-469.28,0,0,469.28,2.671432046,"23-2"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-23-2","diff",-12.35791915,0.013972807,-627.7,0,0,627.7,2.797752129,"23-2"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-23-2","diff",-12.35791915,0.013972807,-1529.42,0,0,1529.42,3.184526765,"23-2"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-23-2","diff",-12.35791915,0.013972807,-475.55,0,0,475.55,2.677196186,"23-2"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-23-2","diff",-12.35791915,0.013972807,887.6,1,100,887.6,2.948217294,"23-2"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-23-2","diff",-12.35791915,0.013972807,605.57,1,100,605.57,2.782164352,"23-2"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-23-2","diff",-12.35791915,0.013972807,-1297.39,0,0,1297.39,3.113070546,"23-2"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-23-2","diff",-12.35791915,0.013972807,-402.47,0,0,402.47,2.604733514,"23-2"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-23-2","diff",-12.35791915,0.013972807,-320.47,0,0,320.47,2.50578738,"23-2"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-23-2","diff",-12.35791915,0.013972807,975.82,1,100,975.82,2.989369715,"23-2"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-23-2","diff",-12.35791915,0.013972807,-915.67,0,0,915.67,2.961738986,"23-2"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-23-2","diff",-12.35791915,0.013972807,-1037.35,0,0,1037.35,3.015925311,"23-2"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-23-2","diff",-12.35791915,0.013972807,642.05,1,100,642.05,2.80756885,"23-2"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-23-2","diff",-12.35791915,0.013972807,513.57,1,100,513.57,2.710599647,"23-2"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-23-2","diff",-12.35791915,0.013972807,735.14,1,100,735.14,2.866370054,"23-2"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-23-2","diff",-12.35791915,0.013972807,-652.1,0,0,652.1,2.8143142,"23-2"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-23-2","diff",-12.35791915,0.013972807,693.73,1,100,693.73,2.841190476,"23-2"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-23-2","diff",-12.35791915,0.013972807,943.13,1,100,943.13,2.97457156,"23-2"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-23-23","same",0,0,515.89,1,100,515.89,2.71255711,"23-23"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-23-23","same",0,0,545.17,1,100,545.17,2.736531949,"23-23"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-23-23","same",0,0,706.86,1,100,706.86,2.849333406,"23-23"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-23-23","same",0,0,886,1,100,886,2.947433722,"23-23"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-23-23","same",0,0,479.81,1,100,479.81,2.681069295,"23-23"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-23-23","same",0,0,592.02,1,100,592.02,2.772336379,"23-23"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-23-23","same",0,0,562.9,1,100,562.9,2.750431249,"23-23"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-23-23","same",0,0,491.36,1,100,491.36,2.691399799,"23-23"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-23-23","same",0,0,648.71,1,100,648.71,2.812050593,"23-23"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-23-23","same",0,0,534.69,1,100,534.69,2.728102062,"23-23"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-23-23","same",0,0,486.67,1,100,486.67,2.687234576,"23-23"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-23-23","same",0,0,487.09,1,100,487.09,2.687609214,"23-23"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-23-23","same",0,0,450.41,1,100,450.41,2.653608024,"23-23"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-23-23","same",0,0,712.17,1,100,712.17,2.852583675,"23-23"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-23-23","same",0,0,657.75,1,100,657.75,2.818060857,"23-23"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-23-23","same",0,0,622.93,1,100,622.93,2.794439247,"23-23"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-23-23","same",0,0,448.22,1,100,448.22,2.651491231,"23-23"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-23-23","same",0,0,554.31,1,100,554.31,2.743752714,"23-23"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-23-23","same",0,0,1216.65,1,100,1216.65,3.08516566,"23-23"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-23-23","same",0,0,570.79,1,100,570.79,2.756476356,"23-23"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-23-4","diff",-15.42057142,0.010657317,-594.21,0,0,594.21,2.773939956,"23-4"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-23-4","diff",-15.42057142,0.010657317,-603.25,0,0,603.25,2.780497331,"23-4"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-23-4","diff",-15.42057142,0.010657317,-790.38,0,0,790.38,2.897835942,"23-4"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-23-4","diff",-15.42057142,0.010657317,-351.61,0,0,351.61,2.546061218,"23-4"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-23-4","diff",-15.42057142,0.010657317,-492.39,0,0,492.39,2.692309224,"23-4"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-23-4","diff",-15.42057142,0.010657317,-412.21,0,0,412.21,2.615118523,"23-4"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-23-4","diff",-15.42057142,0.010657317,-616.77,0,0,616.77,2.790123241,"23-4"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-23-4","diff",-15.42057142,0.010657317,-422.53,0,0,422.53,2.62585755,"23-4"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-23-4","diff",-15.42057142,0.010657317,-628.03,0,0,628.03,2.79798039,"23-4"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-23-4","diff",-15.42057142,0.010657317,-654.7,0,0,654.7,2.816042341,"23-4"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-23-4","diff",-15.42057142,0.010657317,-367.94,0,0,367.94,2.565777004,"23-4"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-23-4","diff",-15.42057142,0.010657317,-645.19,0,0,645.19,2.809687628,"23-4"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-23-4","diff",-15.42057142,0.010657317,-481.63,0,0,481.63,2.682713531,"23-4"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-23-4","diff",-15.42057142,0.010657317,990.75,1,100,990.75,2.995964081,"23-4"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-23-4","diff",-15.42057142,0.010657317,919.92,1,100,919.92,2.963750061,"23-4"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-23-4","diff",-15.42057142,0.010657317,-608.84,0,0,608.84,2.784503177,"23-4"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-23-4","diff",-15.42057142,0.010657317,-585.04,0,0,585.04,2.76718556,"23-4"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-23-4","diff",-15.42057142,0.010657317,-439.76,0,0,439.76,2.643215724,"23-4"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-23-4","diff",-15.42057142,0.010657317,562.51,1,100,562.51,2.750130248,"23-4"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-23-4","diff",-15.42057142,0.010657317,1287.49,1,100,1287.49,3.109743865,"23-4"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-23-square","diff",-19.51121047,0.01403736,-1093.17,0,0,1093.17,3.038687705,"23-square"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-23-square","diff",-19.51121047,0.01403736,-849.85,0,0,849.85,2.929342279,"23-square"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-23-square","diff",-19.51121047,0.01403736,-462.96,0,0,462.96,2.665543469,"23-square"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-23-square","diff",-19.51121047,0.01403736,-450.64,0,0,450.64,2.653829738,"23-square"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-23-square","diff",-19.51121047,0.01403736,751.69,1,100,751.69,2.876038773,"23-square"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-23-square","diff",-19.51121047,0.01403736,-1405.82,0,0,1405.82,3.147929718,"23-square"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-23-square","diff",-19.51121047,0.01403736,-497.05,0,0,497.05,2.696400078,"23-square"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-23-square","diff",-19.51121047,0.01403736,-378.92,0,0,378.92,2.578547529,"23-square"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-23-square","diff",-19.51121047,0.01403736,562.7,1,100,562.7,2.750276915,"23-square"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-23-square","diff",-19.51121047,0.01403736,722.94,1,100,722.94,2.859102255,"23-square"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-23-square","diff",-19.51121047,0.01403736,-466.86,0,0,466.86,2.669186666,"23-square"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-23-square","diff",-19.51121047,0.01403736,480,1,100,480,2.681241237,"23-square"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-23-square","diff",-19.51121047,0.01403736,-722.58,0,0,722.58,2.858885937,"23-square"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-23-square","diff",-19.51121047,0.01403736,-389.77,0,0,389.77,2.590808409,"23-square"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-23-square","diff",-19.51121047,0.01403736,-364.12,0,0,364.12,2.561244534,"23-square"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-23-square","diff",-19.51121047,0.01403736,647.56,1,100,647.56,2.811280014,"23-square"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-23-square","diff",-19.51121047,0.01403736,608.8,1,100,608.8,2.784474644,"23-square"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-23-square","diff",-19.51121047,0.01403736,522.55,1,100,522.55,2.718127852,"23-square"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-23-square","diff",-19.51121047,0.01403736,-365.61,0,0,365.61,2.563018066,"23-square"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-23-square","diff",-19.51121047,0.01403736,444.38,1,100,444.38,2.647754505,"23-square"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-2-square","diff",-7.153291324,6.46e-05,-486.27,0,0,486.27,2.686877477,"2-square"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-2-square","diff",-7.153291324,6.46e-05,-453.9,0,0,453.9,2.656960183,"2-square"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-2-square","diff",-7.153291324,6.46e-05,-446.61,0,0,446.61,2.649928443,"2-square"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-2-square","diff",-7.153291324,6.46e-05,-506.33,0,0,506.33,2.70443366,"2-square"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-2-square","diff",-7.153291324,6.46e-05,-507.99,0,0,507.99,2.705855163,"2-square"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-2-square","diff",-7.153291324,6.46e-05,-574.65,0,0,574.65,2.759403411,"2-square"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-2-square","diff",-7.153291324,6.46e-05,-500.45,0,0,500.45,2.699360694,"2-square"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-2-square","diff",-7.153291324,6.46e-05,-503.38,0,0,503.38,2.701895956,"2-square"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-2-square","diff",-7.153291324,6.46e-05,-600.21,0,0,600.21,2.778303227,"2-square"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-2-square","diff",-7.153291324,6.46e-05,-468.38,0,0,468.38,2.670598342,"2-square"
"a-i-subject-1","Subject1","a-i","english","yes","formal","female","piano","12","current","no","n/a","a","low","back",768,1333,2522,0.576,0.305,0.529,3.306,7.539,4.233,"a-2-square","diff",-7.153291324,6.46e-05,-627.89,0,0,627.89,2.797883566,"2-square"
